№ лота,Код ТРУ,Наименование товара,Наименование объявления,Наименование и описание лота,Кол-во,"Сумма, тг.",Способ закупки,Статус
81047324-ЗЖ2,259411.900.000201,"Шпилька для фланцевых соединений с уплотнением стальная, диаметр 20 мм, с гайкой",15854145-1 Приобретение жилого дома в селе Карауылкелды Байганинского района Актюбинской области (согласно технической спецификации),Здание,1,19 050 000.00,Закупка жилища,Закупка состоялась
81047316-ЗЖ2,259411.900.000201,"Шпилька для фланцевых соединений с уплотнением стальная, диаметр 20 мм, с гайкой",15854145-1 Приобретение жилого дома в селе Карауылкелды Байганинского района Актюбинской области (согласно технической спецификации),Здание,1,19 050 000.00,Закупка жилища,Закупка состоялась
81047313-ЗЖ2,259411.900.000201,"Шпилька для фланцевых соединений с уплотнением стальная, диаметр 20 мм, с гайкой",15854145-1 Приобретение жилого дома в селе Карауылкелды Байганинского района Актюбинской области (согласно технической спецификации),Здание,1,19 050 000.00,Закупка жилища,Закупка состоялась
82487616-ЗЖ1,259411.900.000201,"Шпилька для фланцевых соединений с уплотнением стальная, диаметр 20 мм, с гайкой",15854032-1 Приобретение жилого дома в селе Карауылкелды Байганинского района Актюбинской области,Здание,1,19 050 000.00,Закупка жилища,Закупка состоялась
82487481-ЗЖ1,259411.900.000201,"Шпилька для фланцевых соединений с уплотнением стальная, диаметр 20 мм, с гайкой",15854032-1 Приобретение жилого дома в селе Карауылкелды Байганинского района Актюбинской области,Здание,1,19 050 000.00,Закупка жилища,Закупка состоялась
80057894-ОИ7,259411.900.000201,"Шпилька для фланцевых соединений с уплотнением стальная, диаметр 20 мм, с гайкой",15853703-1 Услуги по сделкам в области лизингового кредитования,Услуги по финансовому лизингу,1,110 780 798.00,Из одного источника по несостоявшимся закупкам,Закупка состоялась
82433600-ЗЦП1,259411.900.000201,"Шпилька для фланцевых соединений с уплотнением стальная, диаметр 20 мм, с гайкой",15853672-1 Автоматизированная информационная система электронных библиотечных ресурсов,Услуги по подписке на информационные ленты,1,22 500 000.00,Запрос ценовых предложений,Закупка состоялась
82462275-ЗЖ1,259411.900.000201,"Шпилька для фланцевых соединений с уплотнением стальная, диаметр 20 мм, с гайкой",15852854-1 Приобретение 2-х одна комнатных квартир с площадью не менее 30 кв метров в поселке Шашубай,Квартира,1,20 724 197.94,Закупка жилища,Закупка состоялась
82461874-ЗЖ1,259411.900.000201,"Шпилька для фланцевых соединений с уплотнением стальная, диаметр 20 мм, с гайкой",15852851-1 Приобретение 2-х трехкомнатных квартир с площадью не менее 57 кв метров в поселке Шашубай,Квартира,1,38 730 468.20,Закупка жилища,Закупка состоялась
82462151-ЗЖ1,259411.900.000201,"Шпилька для фланцевых соединений с уплотнением стальная, диаметр 20 мм, с гайкой",15852845-1 Приобретение 3-х четырехкомнатных квартир с площадью не менее 58 кв метров в поселке Шашубай,Квартира,1,59 828 381.28,Закупка жилища,Закупка состоялась
82461631-ЗЖ1,259411.900.000201,"Шпилька для фланцевых соединений с уплотнением стальная, диаметр 20 мм, с гайкой",15852835-1 Приобретение трех трехкомнатных квартир с площадью не менее 50 кв метров в поселке Шашубай,Квартира,1,51 266 910.70,Закупка жилища,Закупка состоялась
82451586-ЗЖ1,259411.900.000201,"Шпилька для фланцевых соединений с уплотнением стальная, диаметр 20 мм, с гайкой",15852524-1 Приобретение жилья в Алгинском районе Актюбинской области (согласно технической спецификации),Квартира,1,19 050 000.00,Закупка жилища,Закупка состоялась
82451853-ЗЖ1,259411.900.000201,"Шпилька для фланцевых соединений с уплотнением стальная, диаметр 20 мм, с гайкой",15852520-1 Приобретение жилья в Алгинском районе Актюбинской области (согласно технической спецификации),Квартира,1,19 050 000.00,Закупка жилища,Закупка состоялась
82451883-ЗЖ1,259411.900.000201,"Шпилька для фланцевых соединений с уплотнением стальная, диаметр 20 мм, с гайкой",15852511-1 Приобретение жилья в Алгинском районе Актюбинской области (согласно технической спецификации),Квартира,1,19 050 000.00,Закупка жилища,Закупка состоялась
82451874-ЗЖ1,259411.900.000201,"Шпилька для фланцевых соединений с уплотнением стальная, диаметр 20 мм, с гайкой",15852491-1 Приобретение жилья в Алгинском районе Актюбинской области (согласно технической спецификации),Квартира,1,19 050 000.00,Закупка жилища,Закупка состоялась
82451565-ЗЖ1,259411.900.000201,"Шпилька для фланцевых соединений с уплотнением стальная, диаметр 20 мм, с гайкой",15852469-1 Приобретение жилья в Алгинском районе Актюбинской области (согласно технической спецификации),Квартира,1,19 050 000.00,Закупка жилища,Закупка состоялась
82451568-ЗЖ1,259411.900.000201,"Шпилька для фланцевых соединений с уплотнением стальная, диаметр 20 мм, с гайкой",15852459-1 Приобретение жилья в Алгинском районе Актюбинской области (согласно технической спецификации),Квартира,1,19 050 000.00,Закупка жилища,Закупка состоялась
81580989-ОИ3,259411.900.000201,"Шпилька для фланцевых соединений с уплотнением стальная, диаметр 20 мм, с гайкой",15852268-1 Приобретение нежилого здания в с.Болашак Переметнинского с/о района Бәйтерек ЗКО/,Здание,1,23 000 000.00,Из одного источника по несостоявшимся закупкам,Закупка состоялась
82445473-ЗЖ1,259411.900.000201,"Шпилька для фланцевых соединений с уплотнением стальная, диаметр 20 мм, с гайкой",15852198-1 Приобретение квартиры на территории Мунайлинского района,Квартира,1,16 960 000.00,Закупка жилища,Закупка состоялась
77021750-ЗЦП1,259411.900.000201,"Шпилька для фланцевых соединений с уплотнением стальная, диаметр 20 мм, с гайкой",15851705-1 Приобретение здания для ветеринарного пункта в сельском округе Сайын Шапагатова,Здание мобильное,1,29 656 000.00,Запрос ценовых предложений,Закупка состоялась
82409990-ЗЖ1,259411.900.000201,"Шпилька для фланцевых соединений с уплотнением стальная, диаметр 20 мм, с гайкой",15850878-1 Приобретение служебной квартиры согласно технической спецификации.,Квартира,1,28 700 000.00,Закупка жилища,Закупка состоялась
75807130-ОИ2,259411.900.000201,"Шпилька для фланцевых соединений с уплотнением стальная, диаметр 20 мм, с гайкой",15850068-1 Приобретение медицинской техники,Аппарат,1,15 000 000.00,Из одного источника по несостоявшимся закупкам,Закупка состоялась
80188803-ОИ5,259411.900.000201,"Шпилька для фланцевых соединений с уплотнением стальная, диаметр 20 мм, с гайкой",15849813-1 Услуги финансового лизинга на приобретение специализированной техники,Услуги по финансовому лизингу,1,110 747 120.00,Из одного источника по несостоявшимся закупкам,Закупка состоялась
80189781-ОИ5,259411.900.000201,"Шпилька для фланцевых соединений с уплотнением стальная, диаметр 20 мм, с гайкой",15849813-1 Услуги финансового лизинга на приобретение специализированной техники,Услуги по финансовому лизингу,1,78 903 696.52,Из одного источника по несостоявшимся закупкам,Закупка состоялась
80190707-ОИ5,259411.900.000201,"Шпилька для фланцевых соединений с уплотнением стальная, диаметр 20 мм, с гайкой",15849813-1 Услуги финансового лизинга на приобретение специализированной техники,Услуги по финансовому лизингу,1,145 756 600.00,Из одного источника по несостоявшимся закупкам,Закупка состоялась
82376627-ЗЖ1,259411.900.000201,"Шпилька для фланцевых соединений с уплотнением стальная, диаметр 20 мм, с гайкой",15849350-1 Приобретение жилых домов в с.Кордай Кордайского района Жамбылской области,Здание,1,17 055 900.00,Закупка жилища,Закупка состоялась
80326357-ОИ4,259411.900.000201,"Шпилька для фланцевых соединений с уплотнением стальная, диаметр 20 мм, с гайкой",15849042-1 услуга финансового лизинга,Услуги по финансовому лизингу,1,191 312 347.00,Из одного источника по несостоявшимся закупкам,Закупка состоялась
81214712-ОИ3,259411.900.000201,"Шпилька для фланцевых соединений с уплотнением стальная, диаметр 20 мм, с гайкой",15848815-1 Услуги финансового лизинга по приобретению основного автотранспорта,Услуги по финансовому лизингу,1,3 421 275 000.00,Из одного источника по несостоявшимся закупкам,Закупка состоялась
76470602-ОК2,259411.900.000201,"Шпилька для фланцевых соединений с уплотнением стальная, диаметр 20 мм, с гайкой",15848626-1 Приобретение здания ветеринарного пункта в Алмазненском сельском округе,Здание,1,15 000 000.00,Открытый конкурс,Закупка состоялась
82353615-ЗЖ1,259411.900.000201,"Шпилька для фланцевых соединений с уплотнением стальная, диаметр 20 мм, с гайкой",15848453-1 Приобретение 12-квартирного дома в поселке Сарышаган Актогайского района,Квартира,1,29 000 000.00,Закупка жилища,Закупка состоялась
82353417-ЗЖ1,259411.900.000201,"Шпилька для фланцевых соединений с уплотнением стальная, диаметр 20 мм, с гайкой",15848452-1 Приобретение 12-квартирного дома в поселке Сарышаган Актогайского района,Квартира,1,208 600 000.00,Закупка жилища,Закупка состоялась
82353413-ЗЖ1,259411.900.000201,"Шпилька для фланцевых соединений с уплотнением стальная, диаметр 20 мм, с гайкой",15848450-1 Приобретение 12-квартирного дома в поселке Сарышаган,Квартира,1,208 600 000.00,Закупка жилища,Закупка состоялась
82350961-ЗЖ1,259411.900.000201,"Шпилька для фланцевых соединений с уплотнением стальная, диаметр 20 мм, с гайкой","15848424-1 Приобретение жилого дома или квартиры, 3-х и более комнат, общая площадь от 80 и более в г. Каркаралинск",Квартира,1,26 435 760.00,Закупка жилища,Закупка состоялась
82350927-ЗЖ1,259411.900.000201,"Шпилька для фланцевых соединений с уплотнением стальная, диаметр 20 мм, с гайкой","15848423-1 Приобретение жилого дома или квартиры, 3-х и более комнат, общая площадь от 80 и более в г. Каркаралинск",Квартира,1,26 435 760.00,Закупка жилища,Закупка состоялась
82350971-ЗЖ1,259411.900.000201,"Шпилька для фланцевых соединений с уплотнением стальная, диаметр 20 мм, с гайкой","15848422-1 Приобретение жилого дома или квартиры, 3-х и более комнат, общая площадь от 80 и более в г. Каркаралинск",Квартира,1,26 435 760.00,Закупка жилища,Закупка состоялась
82350945-ЗЖ1,259411.900.000201,"Шпилька для фланцевых соединений с уплотнением стальная, диаметр 20 мм, с гайкой","15848421-1 Приобретение жилого дома или квартиры, 3-х и более комнат, общая площадь от 80 и более в г. Каркаралинск",Квартира,1,26 435 760.00,Закупка жилища,Закупка состоялась
82350967-ЗЖ1,259411.900.000201,"Шпилька для фланцевых соединений с уплотнением стальная, диаметр 20 мм, с гайкой","15848413-1 Приобретение жилого дома или квартиры, 3-х и более комнат, общая площадь от 80 и более в г. Каркаралинск",Квартира,1,26 435 760.00,Закупка жилища,Закупка состоялась
82350941-ЗЖ1,259411.900.000201,"Шпилька для фланцевых соединений с уплотнением стальная, диаметр 20 мм, с гайкой","15848411-1 Приобретение жилого дома или квартиры, 3-х и более комнат, общая площадь от 80 и более в г. Каркаралинск",Квартира,1,26 435 760.00,Закупка жилища,Закупка состоялась
81639115-ЗЖ2,259411.900.000201,"Шпилька для фланцевых соединений с уплотнением стальная, диаметр 20 мм, с гайкой","15848389-1 Приобретение жилого дома или квартиры 1 комнатная, общая площадь от 45,8 и более в г. Каркаралинск",Квартира,1,15 134 472.60,Закупка жилища,Закупка состоялась
81639113-ЗЖ2,259411.900.000201,"Шпилька для фланцевых соединений с уплотнением стальная, диаметр 20 мм, с гайкой","15848387-1 Приобретение жилого дома или квартиры 1 комнатная, общая площадь от 45,8 и более в г. Каркаралинск",Квартира,1,15 134 472.60,Закупка жилища,Закупка состоялась
81639123-ЗЖ2,259411.900.000201,"Шпилька для фланцевых соединений с уплотнением стальная, диаметр 20 мм, с гайкой","15848384-1 Приобретение жилого дома или квартиры 1 комнатная, общая площадь от 45,8 и более в г. Каркаралинск",Квартира,1,15 134 472.60,Закупка жилища,Закупка состоялась
81639111-ЗЖ2,259411.900.000201,"Шпилька для фланцевых соединений с уплотнением стальная, диаметр 20 мм, с гайкой","15848380-1 Приобретение жилого дома или квартиры 1 комнатная, общая площадь от 45,8 и более в г. Каркаралинск",Квартира,1,15 134 472.60,Закупка жилища,Закупка состоялась
81639103-ЗЖ2,259411.900.000201,"Шпилька для фланцевых соединений с уплотнением стальная, диаметр 20 мм, с гайкой","15848379-1 Приобретение жилого дома или квартиры 1 комнатная, общая площадь от 45,8 и более в г. Каркаралинск",Квартира,1,15 134 472.60,Закупка жилища,Закупка состоялась
81639119-ЗЖ2,259411.900.000201,"Шпилька для фланцевых соединений с уплотнением стальная, диаметр 20 мм, с гайкой","15848377-1 Приобретение жилого дома или квартиры 1 комнатная, общая площадь от 45,8 и более в г. Каркаралинск",Квартира,1,15 134 472.60,Закупка жилища,Закупка состоялась
81639107-ЗЖ2,259411.900.000201,"Шпилька для фланцевых соединений с уплотнением стальная, диаметр 20 мм, с гайкой","15848374-1 Приобретение жилого дома или квартиры 1 комнатная, общая площадь от 45,8 и более в г. Каркаралинск",Квартира,1,15 134 472.60,Закупка жилища,Закупка состоялась
80310859-ЗЖ5,259411.900.000201,"Шпилька для фланцевых соединений с уплотнением стальная, диаметр 20 мм, с гайкой",15847631-1 Приобретение жилья в Алгинском районе Актюбинской области (согласно технической спецификации),Квартира,1,19 050 000.00,Закупка жилища,Закупка состоялась
80310856-ЗЖ5,259411.900.000201,"Шпилька для фланцевых соединений с уплотнением стальная, диаметр 20 мм, с гайкой",15847629-1 Приобретение жилья в Алгинском районе Актюбинской области (согласно технической спецификации),Квартира,1,19 050 000.00,Закупка жилища,Закупка состоялась
80310854-ЗЖ5,259411.900.000201,"Шпилька для фланцевых соединений с уплотнением стальная, диаметр 20 мм, с гайкой",15847625-1 Приобретение жилья в Алгинском районе Актюбинской области (согласно технической спецификации),Квартира,1,19 050 000.00,Закупка жилища,Закупка состоялась
80310858-ЗЖ5,259411.900.000201,"Шпилька для фланцевых соединений с уплотнением стальная, диаметр 20 мм, с гайкой",15847621-1 Приобретение жилья в Алгинском районе Актюбинской области (согласно технической спецификации),Квартира,1,19 050 000.00,Закупка жилища,Закупка состоялась
80310849-ЗЖ5,259411.900.000201,"Шпилька для фланцевых соединений с уплотнением стальная, диаметр 20 мм, с гайкой",15847619-1 Приобретение жилья в Алгинском районе Актюбинской области (согласно технической спецификации),Квартира,1,19 050 000.00,Закупка жилища,Закупка состоялась
81898830-ЗЖ1,259411.900.000201,"Шпилька для фланцевых соединений с уплотнением стальная, диаметр 20 мм, с гайкой","15847563-1 Приобретение квартир города Хромтау, Хромтауского района, Актюбинской области",Квартира,1,19 560 000.00,Закупка жилища,Закупка состоялась
81898766-ЗЖ1,259411.900.000201,"Шпилька для фланцевых соединений с уплотнением стальная, диаметр 20 мм, с гайкой","15847551-1 Приобретение квартир города Хромтау, Хромтауского района, Актюбинской области",Квартира,1,23 850 000.00,Закупка жилища,Закупка состоялась
81898733-ЗЖ1,259411.900.000201,"Шпилька для фланцевых соединений с уплотнением стальная, диаметр 20 мм, с гайкой","15847544-1 Приобретение квартир города Хромтау, Хромтауского района, Актюбинской области",Квартира,1,19 110 000.00,Закупка жилища,Закупка состоялась
81899196-ЗЖ1,259411.900.000201,"Шпилька для фланцевых соединений с уплотнением стальная, диаметр 20 мм, с гайкой","15847535-1 Приобретение квартир города Хромтау, Хромтауского района, Актюбинской области",Квартира,1,23 910 000.00,Закупка жилища,Закупка состоялась
81896700-ЗЖ1,259411.900.000201,"Шпилька для фланцевых соединений с уплотнением стальная, диаметр 20 мм, с гайкой","15847526-1 Приобретение квартир города Хромтау, Хромтауского района, Актюбинской области",Квартира,1,19 410 000.00,Закупка жилища,Закупка состоялась
81899183-ЗЖ1,259411.900.000201,"Шпилька для фланцевых соединений с уплотнением стальная, диаметр 20 мм, с гайкой","15847517-1 Приобретение квартир города Хромтау, Хромтауского района, Актюбинской области",Квартира,1,19 350 000.00,Закупка жилища,Закупка состоялась
81897155-ЗЖ1,259411.900.000201,"Шпилька для фланцевых соединений с уплотнением стальная, диаметр 20 мм, с гайкой","15847503-1 Приобретение квартир города Хромтау, Хромтауского района, Актюбинской области",Квартира,1,23 910 000.00,Закупка жилища,Закупка состоялась
82289932-ЗЖ1,259411.900.000201,"Шпилька для фланцевых соединений с уплотнением стальная, диаметр 20 мм, с гайкой",15847224-1 Приобретение жилья в с.Достык Мартукского района Актюбинской области,Здание,1,19 050 000.00,Закупка жилища,Закупка состоялась
81897889-ЗЖ1,259411.900.000201,"Шпилька для фланцевых соединений с уплотнением стальная, диаметр 20 мм, с гайкой","15847210-1 Приобретение квартир города Хромтау, Хромтауского района, Актюбинской области",Квартира,1,24 060 000.00,Закупка жилища,Закупка состоялась
81896885-ЗЖ1,259411.900.000201,"Шпилька для фланцевых соединений с уплотнением стальная, диаметр 20 мм, с гайкой","15847210-1 Приобретение квартир города Хромтау, Хромтауского района, Актюбинской области",Квартира,1,24 060 000.00,Закупка жилища,Закупка состоялась
82289998-ЗЖ1,259411.900.000201,"Шпилька для фланцевых соединений с уплотнением стальная, диаметр 20 мм, с гайкой",15847192-1 Приобретение жилья в с.Достык Мартукского района Актюбинской области,Здание,1,19 050 000.00,Закупка жилища,Закупка состоялась
81897969-ЗЖ1,259411.900.000201,"Шпилька для фланцевых соединений с уплотнением стальная, диаметр 20 мм, с гайкой","15847171-1 Приобретение квартир города Хромтау, Хромтауского района, Актюбинской области",Квартира,1,19 290 000.00,Закупка жилища,Закупка состоялась
81897079-ЗЖ1,259411.900.000201,"Шпилька для фланцевых соединений с уплотнением стальная, диаметр 20 мм, с гайкой","15847171-1 Приобретение квартир города Хромтау, Хромтауского района, Актюбинской области",Квартира,1,19 290 000.00,Закупка жилища,Закупка состоялась
81897216-ЗЖ1,259411.900.000201,"Шпилька для фланцевых соединений с уплотнением стальная, диаметр 20 мм, с гайкой","15847171-1 Приобретение квартир города Хромтау, Хромтауского района, Актюбинской области",Квартира,1,19 290 000.00,Закупка жилища,Закупка состоялась
82285721-ЗЖ1,259411.900.000201,"Шпилька для фланцевых соединений с уплотнением стальная, диаметр 20 мм, с гайкой",15847141-1 Приобретение жилья в с.Вознесеновка Мартукского района Актюбинской области,Здание,1,19 050 000.00,Закупка жилища,Закупка состоялась
81901363-ЗЖ1,259411.900.000201,"Шпилька для фланцевых соединений с уплотнением стальная, диаметр 20 мм, с гайкой","15847133-1 Приобретение квартир города Хромтау, Хромтауского района, Актюбинской области",Квартира,1,19 500 000.00,Закупка жилища,Закупка состоялась
81901372-ЗЖ1,259411.900.000201,"Шпилька для фланцевых соединений с уплотнением стальная, диаметр 20 мм, с гайкой","15847133-1 Приобретение квартир города Хромтау, Хромтауского района, Актюбинской области",Квартира,1,19 500 000.00,Закупка жилища,Закупка состоялась
82285983-ЗЖ1,259411.900.000201,"Шпилька для фланцевых соединений с уплотнением стальная, диаметр 20 мм, с гайкой",15847118-1 Приобретение жилья в с.Вознесеновка Мартукского района Актюбинской области,Здание,1,19 050 000.00,Закупка жилища,Закупка состоялась
81899116-ЗЖ1,259411.900.000201,"Шпилька для фланцевых соединений с уплотнением стальная, диаметр 20 мм, с гайкой","15847092-1 Приобретение квартир города Хромтау, Хромтауского района, Актюбинской области",Квартира,1,24 030 000.00,Закупка жилища,Закупка состоялась
81901405-ЗЖ1,259411.900.000201,"Шпилька для фланцевых соединений с уплотнением стальная, диаметр 20 мм, с гайкой","15847092-1 Приобретение квартир города Хромтау, Хромтауского района, Актюбинской области",Квартира,1,24 030 000.00,Закупка жилища,Закупка состоялась
82285678-ЗЖ1,259411.900.000201,"Шпилька для фланцевых соединений с уплотнением стальная, диаметр 20 мм, с гайкой",15847080-1 Приобретение жилья в с.Вознесеновка Мартукского района Актюбинской области,Здание,1,19 050 000.00,Закупка жилища,Закупка состоялась
81901295-ЗЖ1,259411.900.000201,"Шпилька для фланцевых соединений с уплотнением стальная, диаметр 20 мм, с гайкой","15847062-1 Приобретение квартир города Хромтау, Хромтауского района, Актюбинской области",Квартира,1,24 000 000.00,Закупка жилища,Закупка состоялась
81945576-КРБС1,259411.900.000201,"Шпилька для фланцевых соединений с уплотнением стальная, диаметр 20 мм, с гайкой",15847053-1 Услуги по техническому надзору Реконструкция водоснабжения и водозаборных сооружений в села Мойынкум Мойынкумского района Жамбылской области»,Услуги по осуществлению технического надзора в сфере строительной деятельности,1,28 967 292.00,Конкурс с использованием рейтингово-балльной системы,Закупка состоялась
82285697-ЗЖ1,259411.900.000201,"Шпилька для фланцевых соединений с уплотнением стальная, диаметр 20 мм, с гайкой",15847046-1 Приобретение жилья в с.Вознесеновка Мартукского района Актюбинской области,Здание,1,19 050 000.00,Закупка жилища,Закупка состоялась
81898288-ЗЖ1,259411.900.000201,"Шпилька для фланцевых соединений с уплотнением стальная, диаметр 20 мм, с гайкой","15847020-1 Приобретение квартир города Хромтау, Хромтауского района, Актюбинской области",Квартира,1,23 970 000.00,Закупка жилища,Закупка состоялась
81951872-КРБС1,259411.900.000201,"Шпилька для фланцевых соединений с уплотнением стальная, диаметр 20 мм, с гайкой",15846934-1 Реконструкция водоснабжения и водозаборных сооружений в села Мойынкум Мойынкумского района Жамбылской области,"Работы по строительству объектов/систем/сетей водоснабжения, водопроводных сетей",1,1 101 417 925.00,Конкурс с использованием рейтингово-балльной системы,Закупка состоялась
82284603-ЗЖ1,259411.900.000201,"Шпилька для фланцевых соединений с уплотнением стальная, диаметр 20 мм, с гайкой",15846828-1 Приобретение квартир для ГУ «Отдел строительства города Караганды»,Квартира,1,31 028 973.30,Закупка жилища,Закупка состоялась
82285236-ЗЖ1,259411.900.000201,"Шпилька для фланцевых соединений с уплотнением стальная, диаметр 20 мм, с гайкой",15846828-1 Приобретение квартир для ГУ «Отдел строительства города Караганды»,Квартира,1,29 938 498.20,Закупка жилища,Закупка состоялась
82284892-ЗЖ1,259411.900.000201,"Шпилька для фланцевых соединений с уплотнением стальная, диаметр 20 мм, с гайкой",15846828-1 Приобретение квартир для ГУ «Отдел строительства города Караганды»,Квартира,1,27 063 609.30,Закупка жилища,Закупка состоялась
82284285-ЗЖ1,259411.900.000201,"Шпилька для фланцевых соединений с уплотнением стальная, диаметр 20 мм, с гайкой",15846828-1 Приобретение квартир для ГУ «Отдел строительства города Караганды»,Квартира,1,31 028 973.30,Закупка жилища,Закупка состоялась
82286667-ЗЖ1,259411.900.000201,"Шпилька для фланцевых соединений с уплотнением стальная, диаметр 20 мм, с гайкой",15846828-1 Приобретение квартир для ГУ «Отдел строительства города Караганды»,Квартира,1,24 156 000.00,Закупка жилища,Закупка состоялась
82285347-ЗЖ1,259411.900.000201,"Шпилька для фланцевых соединений с уплотнением стальная, диаметр 20 мм, с гайкой",15846828-1 Приобретение квартир для ГУ «Отдел строительства города Караганды»,Квартира,1,20 520 758.70,Закупка жилища,Закупка состоялась
82286584-ЗЖ1,259411.900.000201,"Шпилька для фланцевых соединений с уплотнением стальная, диаметр 20 мм, с гайкой",15846828-1 Приобретение квартир для ГУ «Отдел строительства города Караганды»,Квартира,1,24 408 000.00,Закупка жилища,Закупка состоялась
82286370-ЗЖ1,259411.900.000201,"Шпилька для фланцевых соединений с уплотнением стальная, диаметр 20 мм, с гайкой",15846828-1 Приобретение квартир для ГУ «Отдел строительства города Караганды»,Квартира,1,17 892 000.00,Закупка жилища,Закупка состоялась
82286314-ЗЖ1,259411.900.000201,"Шпилька для фланцевых соединений с уплотнением стальная, диаметр 20 мм, с гайкой",15846828-1 Приобретение квартир для ГУ «Отдел строительства города Караганды»,Квартира,1,31 536 000.00,Закупка жилища,Закупка состоялась
82284349-ЗЖ1,259411.900.000201,"Шпилька для фланцевых соединений с уплотнением стальная, диаметр 20 мм, с гайкой",15846828-1 Приобретение квартир для ГУ «Отдел строительства города Караганды»,Квартира,1,21 082 518.60,Закупка жилища,Закупка состоялась
82284796-ЗЖ1,259411.900.000201,"Шпилька для фланцевых соединений с уплотнением стальная, диаметр 20 мм, с гайкой",15846828-1 Приобретение квартир для ГУ «Отдел строительства города Караганды»,Квартира,1,22 470 396.00,Закупка жилища,Закупка состоялась
82285335-ЗЖ1,259411.900.000201,"Шпилька для фланцевых соединений с уплотнением стальная, диаметр 20 мм, с гайкой",15846828-1 Приобретение квартир для ГУ «Отдел строительства города Караганды»,Квартира,1,20 520 758.70,Закупка жилища,Закупка состоялась
82267483-ЗЖ1,259411.900.000201,"Шпилька для фланцевых соединений с уплотнением стальная, диаметр 20 мм, с гайкой",15846758-1 Приобретение однокомнатных квартир в г. Тайынша Тайыншинского района СКО,Квартира,3,21 150 000.00,Закупка жилища,Закупка состоялась
82267006-ЗЖ1,259411.900.000201,"Шпилька для фланцевых соединений с уплотнением стальная, диаметр 20 мм, с гайкой",15846700-1 Приобретение однокомнатных квартир в г. Тайынша Тайыншинского района СКО,Квартира,3,24 210 000.00,Закупка жилища,Закупка состоялась
82277819-ЗЖ1,259411.900.000201,"Шпилька для фланцевых соединений с уплотнением стальная, диаметр 20 мм, с гайкой",15846697-1 Приобретение коммунального жилья для сдачи в аренду социально уязвимым слоям населения в селе Енбекту Айтекебийского района Актюбинской области,Здание,1,19 060 000.00,Закупка жилища,Закупка состоялась
82277763-ЗЖ1,259411.900.000201,"Шпилька для фланцевых соединений с уплотнением стальная, диаметр 20 мм, с гайкой",15846675-1 Приобретение коммунального жилья для сдачи в аренду социально уязвимым слоям населения в селе Енбекту Айтекебийского района Актюбинской области,Здание,1,19 050 000.00,Закупка жилища,Закупка состоялась
82277740-ЗЖ1,259411.900.000201,"Шпилька для фланцевых соединений с уплотнением стальная, диаметр 20 мм, с гайкой",15846640-1 Приобретение коммунального жилья для сдачи в аренду социально уязвимым слоям населения в селе Енбекту Айтекебийского района Актюбинской области,Здание,1,19 050 000.00,Закупка жилища,Закупка состоялась
82277724-ЗЖ1,259411.900.000201,"Шпилька для фланцевых соединений с уплотнением стальная, диаметр 20 мм, с гайкой",15846614-1 Приобретение коммунального жилья для сдачи в аренду социально уязвимым слоям населения в селе Енбекту Айтекебийского района Актюбинской области,Здание,1,19 050 000.00,Закупка жилища,Закупка состоялась
82277663-ЗЖ1,259411.900.000201,"Шпилька для фланцевых соединений с уплотнением стальная, диаметр 20 мм, с гайкой",15846569-1 Приобретение коммунального жилья для сдачи в аренду социально уязвимым слоям населения в селе Карабутак Айтекебийского района Актюбинской области,Здание,1,19 050 000.00,Закупка жилища,Закупка состоялась
82277644-ЗЖ1,259411.900.000201,"Шпилька для фланцевых соединений с уплотнением стальная, диаметр 20 мм, с гайкой",15846528-1 Приобретение коммунального жилья для сдачи в аренду социально уязвимым слоям населения в селе Карабутак Айтекебийского района Актюбинской области,Здание,1,19 050 000.00,Закупка жилища,Закупка состоялась
82266844-ЗЖ1,259411.900.000201,"Шпилька для фланцевых соединений с уплотнением стальная, диаметр 20 мм, с гайкой",15846526-1 Приобретение трехкомнатных квартир в г. Тайынша Тайыншинского района СКО,Квартира,5,87 425 000.00,Закупка жилища,Закупка состоялась
82277628-ЗЖ1,259411.900.000201,"Шпилька для фланцевых соединений с уплотнением стальная, диаметр 20 мм, с гайкой",15846502-1 Приобретение коммунального жилья для сдачи в аренду социально уязвимым слоям населения в селе Карабутак Айтекебийского района Актюбинской области,Здание,1,19 050 000.00,Закупка жилища,Закупка состоялась
